primary_sentence,secondary_sentence,label
¿En qué casos puedo pedir una matrícula especial?,Necesito una matrícula especial,0.9
¿En qué casos puedo pedir una matrícula especial?,Me gustaría solicitar una matrícula especial,0.88
¿En qué casos puedo pedir una matrícula especial?,¿Cuando es posible solicitar una matrícula especial?,0.92
¿En qué casos puedo pedir una matrícula especial?,Creo que necesito pedir una matrícula especial,0.94
Proceso para una Matrícula Especial,¿Qué debo hacer para pedir una matrícula especial?,0.96
Proceso para una Matrícula Especial,Pasos para solicitar una matrícula especial,0.95
Proceso para una Matrícula Especial,¿Cómo solicito una matrícula especial?,0.94
Proceso para una Matrícula Especial,Formulario para solicitar una matrícula especial,0.86
Proceso para una Matrícula Especial,¿Cómo me inscribo durante matrículas especiales?,0.94
Proceso para una Matrícula Especial,Pedir una matrícula especial por casos de fuerza mayor,0.92
Proceso para una Matrícula Especial,Pedir una matrícula especial por situaciones administrativas,0.94
Proceso para una Matrícula Especial,¿Cómo pido una matrícula especial por casos de fuerza mayor?,0.92
Proceso para una Matrícula Especial,¿Cómo pido una matrícula especial por casos de situaciones administrativas?,0.94
¿Cómo solicito una matrícula especial?,¿Qué debo hacer para pedir una matrícula especial?,0.96
¿Cómo solicito una matrícula especial?,Pasos para solicitar una matrícula especial,0.95
¿Cómo solicito una matrícula especial?,Formulario para solicitar una matrícula especial,0.86
¿Cómo solicito una matrícula especial?,¿Cómo me inscribo durante matrículas especiales?,0.94
¿Cómo solicito una matrícula especial?,Pedir una matrícula especial por casos de fuerza mayor,0.92
¿Cómo solicito una matrícula especial?,Pedir una matrícula especial por situaciones administrativas,0.9
¿Cómo solicito una matrícula especial?,¿Cómo pido una matrícula especial por casos de fuerza mayor?,0.92
¿Cómo solicito una matrícula especial?,¿Cómo pido una matrícula especial por casos de situaciones administrativas?,0.92
Pedir una matrícula especial por casos de fuerza mayor,¿Qué debo hacer para pedir una matrícula especial?,0.94
Pedir una matrícula especial por casos de fuerza mayor,Pasos para solicitar una matrícula especial,0.92
Pedir una matrícula especial por casos de fuerza mayor,Formulario para solicitar una matrícula especial,0.86
Pedir una matrícula especial por casos de fuerza mayor,¿Cómo me inscribo durante matrículas especiales?,0.92
Pedir una matrícula especial por casos de fuerza mayor,Pedir una matrícula especial por situaciones administrativas,0.92
Pedir una matrícula especial por casos de fuerza mayor,¿Cómo pido una matrícula especial por casos de fuerza mayor?,0.92
Pedir una matrícula especial por casos de fuerza mayor,¿Cómo pido una matrícula especial por casos de situaciones administrativas?,0.98
Cómo Seleccionar el Número de Partes para el Pago,¿Cómo puedo seleccionar el número de partes para el pago de matrícula?,0.98
Cómo Seleccionar el Número de Partes para el Pago,Quiero saber cómo dividir el pago de la matrícula,0.98
Cómo Seleccionar el Número de Partes para el Pago,Instrucciones para elegir las cuotas de pago de matrícula,0.98
Cómo Seleccionar el Número de Partes para el Pago,¿Cómo elijo las cuotas para la matrícula?,0.98
Cómo Seleccionar el Número de Partes para el Pago,¿Cómo fracciono el pago de la matrícula?,0.98
Cómo Seleccionar el Número de Partes para el Pago,Explícame cómo dividir el costo de la matrícula,0.98
Cómo Seleccionar el Número de Partes para el Pago,¿Cuáles son las instrucciones para el pago fraccionado de la matrícula?,0.98
Cómo Seleccionar el Número de Partes para el Pago,¿Puedo saber cómo seleccionar el número de partes para la matrícula?,0.98
Cómo Seleccionar el Número de Partes para el Pago,"Instrucciones para dividir el pago de la matrícula, ¿por favor?",0.98
Quiero saber cómo dividir el pago de la matrícula,¿Cómo puedo seleccionar el número de partes para el pago de matrícula?,0.98
Quiero saber cómo dividir el pago de la matrícula,Instrucciones para elegir las cuotas de pago de matrícula,0.98
Quiero saber cómo dividir el pago de la matrícula,¿Cómo elijo las cuotas para la matrícula?,0.98
Quiero saber cómo dividir el pago de la matrícula,¿Cómo fracciono el pago de la matrícula?,0.98
Quiero saber cómo dividir el pago de la matrícula,Explícame cómo dividir el costo de la matrícula,0.98
Quiero saber cómo dividir el pago de la matrícula,¿Cuáles son las instrucciones para el pago fraccionado de la matrícula?,0.9
Quiero saber cómo dividir el pago de la matrícula,¿Puedo saber cómo seleccionar el número de partes para la matrícula?,0.9
Quiero saber cómo dividir el pago de la matrícula,"Instrucciones para dividir el pago de la matrícula, ¿por favor?",0.9
¿Cómo elijo las cuotas para la matrícula?,¿Cómo puedo seleccionar el número de partes para el pago de matrícula?,0.9
¿Cómo elijo las cuotas para la matrícula?,Instrucciones para elegir las cuotas de pago de matrícula,0.9
¿Cómo elijo las cuotas para la matrícula?,¿Cómo fracciono el pago de la matrícula?,0.9
¿Cómo elijo las cuotas para la matrícula?,Explícame cómo dividir el costo de la matrícula,0.9
¿Cómo elijo las cuotas para la matrícula?,¿Cuáles son las instrucciones para el pago fraccionado de la matrícula?,0.9
¿Cómo elijo las cuotas para la matrícula?,¿Puedo saber cómo seleccionar el número de partes para la matrícula?,0.9
¿Cómo elijo las cuotas para la matrícula?,"Instrucciones para dividir el pago de la matrícula, ¿por favor?",0.8
Fechas de Pago y Consecuencias de Retrasos,¿Cuáles son las fechas para pagar las cuotas de matrícula?,0.8
Fechas de Pago y Consecuencias de Retrasos,¿Qué pasa si me retraso en el pago de una cuota?,0.8
Fechas de Pago y Consecuencias de Retrasos,Información sobre fechas de pago y penalizaciones por retraso,0.8
Fechas de Pago y Consecuencias de Retrasos,¿Cuándo vencen las fechas de pago de las cuotas de matrícula?,0.8
Fechas de Pago y Consecuencias de Retrasos,"En caso de retraso en el pago de una cuota, ¿qué consecuencias hay?",0.8
Fechas de Pago y Consecuencias de Retrasos,Necesito detalles sobre las fechas de pago y las penalizaciones por retraso,0.8
Fechas de Pago y Consecuencias de Retrasos,¿Cuáles son las fechas límite para abonar las cuotas de matrícula?,0.8
Fechas de Pago y Consecuencias de Retrasos,¿Qué sucede si no cumplo con la fecha de pago de una cuota?,0.8
Fechas de Pago y Consecuencias de Retrasos,Información acerca de las fechas de pago y las sanciones por demora,0.8
Información sobre fechas de pago y penalizaciones por retraso,¿Cuáles son las fechas para pagar las cuotas de matrícula?,0.8
Información sobre fechas de pago y penalizaciones por retraso,¿Qué pasa si me retraso en el pago de una cuota?,0.8
Información sobre fechas de pago y penalizaciones por retraso,¿Cuándo vencen las fechas de pago de las cuotas de matrícula?,0.8
Información sobre fechas de pago y penalizaciones por retraso,"En caso de retraso en el pago de una cuota, ¿qué consecuencias hay?",0.8
Información sobre fechas de pago y penalizaciones por retraso,Necesito detalles sobre las fechas de pago y las penalizaciones por retraso,0.8
Información sobre fechas de pago y penalizaciones por retraso,¿Cuáles son las fechas límite para abonar las cuotas de matrícula?,0.8
Información sobre fechas de pago y penalizaciones por retraso,¿Qué sucede si no cumplo con la fecha de pago de una cuota?,0.95
Información sobre fechas de pago y penalizaciones por retraso,Información acerca de las fechas de pago y las sanciones por demora,0.75
¿Qué sucede si no cumplo con la fecha de pago de una cuota?,¿Cuáles son las fechas para pagar las cuotas de matrícula?,0.9
¿Qué sucede si no cumplo con la fecha de pago de una cuota?,¿Qué pasa si me retraso en el pago de una cuota?,0.8
¿Qué sucede si no cumplo con la fecha de pago de una cuota?,¿Cuándo vencen las fechas de pago de las cuotas de matrícula?,0.95
¿Qué sucede si no cumplo con la fecha de pago de una cuota?,"En caso de retraso en el pago de una cuota, ¿qué consecuencias hay?",0.9
¿Qué sucede si no cumplo con la fecha de pago de una cuota?,Necesito detalles sobre las fechas de pago y las penalizaciones por retraso,0.8
¿Qué sucede si no cumplo con la fecha de pago de una cuota?,¿Cuáles son las fechas límite para abonar las cuotas de matrícula?,0.95
¿Qué sucede si no cumplo con la fecha de pago de una cuota?,Información acerca de las fechas de pago y las sanciones por demora,0.9
Política de Recargos por Retraso en el Pago de Cuotas,¿Cuánto es el recargo por retraso en el pago de cuotas?,0.95
Política de Recargos por Retraso en el Pago de Cuotas,¿Qué sucede si no pago una cuota a tiempo?,0.9
Política de Recargos por Retraso en el Pago de Cuotas,Información sobre recargos por retraso en pagos,0.95
Política de Recargos por Retraso en el Pago de Cuotas,Explíqueme la política de recargos por retraso en el pago de cuotas,0.9
Política de Recargos por Retraso en el Pago de Cuotas,¿Cuál es el monto del recargo por demora en el pago de cuotas?,0.95
Política de Recargos por Retraso en el Pago de Cuotas,¿Cuáles son las consecuencias si no pago una cuota puntualmente?,0.9
Política de Recargos por Retraso en el Pago de Cuotas,Necesito detalles sobre los recargos por retraso en los pagos,0.95
Política de Recargos por Retraso en el Pago de Cuotas,¿Qué políticas aplican en caso de retraso en el pago de cuotas?,0.9
Política de Recargos por Retraso en el Pago de Cuotas,Información acerca de los recargos por demora en los pagos,0.9
Información sobre recargos por retraso en pagos,¿Cuánto es el recargo por retraso en el pago de cuotas?,0.95
Información sobre recargos por retraso en pagos,¿Qué sucede si no pago una cuota a tiempo?,0.9
Información sobre recargos por retraso en pagos,Explíqueme la política de recargos por retraso en el pago de cuotas,0.9
Información sobre recargos por retraso en pagos,¿Cuál es el monto del recargo por demora en el pago de cuotas?,0.95
Información sobre recargos por retraso en pagos,¿Cuáles son las consecuencias si no pago una cuota puntualmente?,0.9
Información sobre recargos por retraso en pagos,Necesito detalles sobre los recargos por retraso en los pagos,0.95
Información sobre recargos por retraso en pagos,¿Qué políticas aplican en caso de retraso en el pago de cuotas?,0.9
Información sobre recargos por retraso en pagos,Información acerca de los recargos por demora en los pagos,0.9
Necesito detalles sobre los recargos por retraso en los pagos,¿Cuánto es el recargo por retraso en el pago de cuotas?,0.9
Necesito detalles sobre los recargos por retraso en los pagos,¿Qué sucede si no pago una cuota a tiempo?,0.9
Necesito detalles sobre los recargos por retraso en los pagos,Explíqueme la política de recargos por retraso en el pago de cuotas,0.9
Necesito detalles sobre los recargos por retraso en los pagos,¿Cuál es el monto del recargo por demora en el pago de cuotas?,0.9
Necesito detalles sobre los recargos por retraso en los pagos,¿Cuáles son las consecuencias si no pago una cuota puntualmente?,0.9
Necesito detalles sobre los recargos por retraso en los pagos,¿Qué políticas aplican en caso de retraso en el pago de cuotas?,0.9
Necesito detalles sobre los recargos por retraso en los pagos,Información acerca de los recargos por demora en los pagos,0.95
Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,¿Qué puedo hacer si no tengo el dinero para pagar una cuota?,0.95
Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,¿Hay alguna opción si no puedo pagar la cuota a tiempo por problemas económicos?,0.95
Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,Soluciones para dificultades económicas en el pago de cuotas,0.95
Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,¿Alternativas si no tengo dinero para una cuota?,0.95
Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,¿Soluciones para problemas económicos en el pago?,0.95
Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,¿Cómo actuar si no pago la cuota a tiempo?,0.95
Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,Instrucciones para dificultades económicas en cuotas,0.95
Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,¿Hay opciones si no puedo pagar la cuota por problemas financieros?,0.95
Qué Hacer en Caso de Dificultades Económicas para Pagar Cuotas,¿Qué hacer en caso de dificultades económicas con el pago de cuotas?,0.95
Soluciones para dificultades económicas en el pago de cuotas,¿Qué puedo hacer si no tengo el dinero para pagar una cuota?,0.95
Soluciones para dificultades económicas en el pago de cuotas,¿Hay alguna opción si no puedo pagar la cuota a tiempo por problemas económicos?,0.95
Soluciones para dificultades económicas en el pago de cuotas,¿Alternativas si no tengo dinero para una cuota?,0.95
Soluciones para dificultades económicas en el pago de cuotas,¿Soluciones para problemas económicos en el pago?,0.95
Soluciones para dificultades económicas en el pago de cuotas,¿Cómo actuar si no pago la cuota a tiempo?,0.95
Soluciones para dificultades económicas en el pago de cuotas,Instrucciones para dificultades económicas en cuotas,0.95
Soluciones para dificultades económicas en el pago de cuotas,¿Hay opciones si no puedo pagar la cuota por problemas financieros?,0.95
Soluciones para dificultades económicas en el pago de cuotas,¿Qué hacer en caso de dificultades económicas con el pago de cuotas?,0.9
¿Cómo actuar si no pago la cuota a tiempo?,¿Qué puedo hacer si no tengo el dinero para pagar una cuota?,0.95
¿Cómo actuar si no pago la cuota a tiempo?,¿Hay alguna opción si no puedo pagar la cuota a tiempo por problemas económicos?,0.93
¿Cómo actuar si no pago la cuota a tiempo?,¿Alternativas si no tengo dinero para una cuota?,0.92
